,language,language_code,sentence_id,n,vertex,degree_cent,closeness_cent,betweenness_cent,pagerank_cent,eigenvector_cent,katz_cent,is_root,degree_rank,closeness_rank,betweenness_rank,pagerank_rank,eigenvector_rank,katz_rank
15,Spanish,17,2,17,5,0.0625,4.128968253968254,0.0,0.0367160413774101,0.0620970276582087,0.2185344241759748,0,11.0,16.0,11.0,12.0,17.0,17.0
16,Spanish,17,2,17,11,0.0625,4.731349206349206,0.0,0.0344203644066326,0.1132432148297976,0.2210125005338803,0,11.0,14.0,11.0,14.0,14.0,14.0
17,Spanish,17,5,13,5,0.25,5.092857142857145,0.3181818181818182,0.1266297275283331,0.046108608140838,0.300373924542768,0,2.0,6.0,6.0,2.0,11.0,11.0
18,Spanish,17,5,13,12,0.0833333333333333,3.6464285714285714,0.0,0.0474166168654117,0.0196029758238228,0.2520256324529663,0,8.0,12.0,8.0,9.0,12.0,12.0
19,Spanish,17,5,13,3,0.0833333333333333,3.6464285714285714,0.0,0.0474166168654117,0.0196029758238228,0.2520256324529663,0,8.0,12.0,8.0,9.0,12.0,12.0
20,Spanish,17,5,13,6,0.1666666666666666,5.050000000000002,0.4090909090909091,0.0811345636404262,0.0692489029766137,0.2798056151650199,1,3.0,7.0,5.0,4.0,10.0,10.0
21,Spanish,17,5,13,9,0.1666666666666666,5.2,0.4848484848484848,0.0793371983901829,0.1167807499356579,0.2777998807306975,0,3.0,5.0,4.0,5.0,9.0,9.0
22,Spanish,17,5,13,8,0.1666666666666666,5.416666666666665,0.5303030303030303,0.0783901521921863,0.205452387431808,0.2783108566204471,0,3.0,3.0,3.0,6.0,7.0,7.0
23,Spanish,17,5,13,7,0.1666666666666666,5.816666666666666,0.5454545454545454,0.0779628935654222,0.3665070571674427,0.2854264542423419,0,3.0,2.0,2.0,7.0,2.0,2.0
24,Spanish,17,5,13,10,0.4166666666666666,7.116666666666667,0.6666666666666667,0.1947508833889316,0.656690592734656,0.3560714803443747,0,1.0,1.0,1.0,1.0,1.0,1.0
25,Spanish,17,5,13,2,0.0833333333333333,4.569047619047619,0.0,0.0446466553777973,0.2791662597973235,0.257595374587299,0,8.0,8.0,8.0,11.0,4.0,4.0
26,Spanish,17,5,13,1,0.0833333333333333,4.569047619047619,0.0,0.0446466553777973,0.2791662597973235,0.257595374587299,0,8.0,8.0,8.0,11.0,4.0,4.0
27,Spanish,17,5,13,13,0.0833333333333333,4.569047619047619,0.0,0.0446466553777973,0.2791662597973235,0.257595374587299,0,8.0,8.0,8.0,11.0,4.0,4.0
28,Spanish,17,5,13,4,0.1666666666666666,5.235714285714286,0.1666666666666666,0.0852515659048412,0.3407454004363973,0.2826203979824917,0,3.0,4.0,7.0,3.0,3.0,3.0
29,Spanish,17,5,13,11,0.0833333333333333,3.842857142857143,0.0,0.0477698155254607,0.1448544718902848,0.2502502695810396,0,8.0,11.0,8.0,8.0,8.0,8.0
30,Spanish,17,8,48,8,0.1063829787234042,15.610353535353529,0.6799259944495838,0.0452261273975022,0.5663972855845536,0.1934223112570229,1,1.0,1.0,1.0,1.0,1.0,1.0
31,Spanish,17,8,48,23,0.0425531914893617,12.083369408369403,0.122109158186864,0.019974983973904,0.2538598785953254,0.1477778942984496,0,13.0,9.0,17.0,27.0,6.0,6.0
32,Spanish,17,8,48,41,0.0425531914893617,10.271908646908642,0.0832562442183163,0.0215568641542617,0.1131853658899418,0.1430360333805237,0,13.0,18.0,22.0,21.0,12.0,12.0
33,Spanish,17,8,48,2,0.0425531914893617,8.89694472194472,0.0425531914893617,0.0233939779094426,0.0491373479498342,0.1412615349091321,0,13.0,30.0,25.0,15.0,21.0,21.0
34,Spanish,17,8,48,47,0.0212765957446808,7.313103563103558,0.0,0.0130674399463451,0.0183553654923666,0.1282582652180573,0,31.0,43.0,31.0,33.0,28.0,28.0
35,Spanish,17,8,48,13,0.0638297872340425,12.616702741702738,0.123959296947271,0.0303448388558599,0.3029972265451596,0.1608010970037702,0,4.0,5.0,16.0,8.0,3.0,3.0
36,Spanish,17,8,48,10,0.0212765957446808,9.521908646908646,0.0,0.0117227665703609,0.1131853658899417,0.1302122002617202,0,31.0,24.0,31.0,42.0,13.0,13.0
37,Spanish,17,8,48,45,0.0425531914893617,10.18857531357531,0.0425531914893617,0.0225111803519016,0.1315407313823083,0.1430559663947695,0,13.0,19.0,25.0,17.0,11.0,11.0
38,Spanish,17,8,48,25,0.0212765957446808,8.173135198135194,0.0,0.0126922065967367,0.0491373479498342,0.1284377017903285,0,31.0,40.0,31.0,35.0,21.0,21.0
39,Spanish,17,8,48,30,0.0638297872340425,12.36670274170274,0.0841813135985199,0.0311109160650387,0.2934861825403994,0.159490510875675,0,4.0,6.0,20.0,5.0,4.0,4.0
40,Spanish,17,8,48,26,0.0212765957446808,9.388575313575313,0.0,0.0119398348354806,0.109632498312593,0.1300811424444115,0,31.0,25.0,31.0,39.0,14.0,14.0
41,Spanish,17,8,48,7,0.0212765957446808,9.388575313575313,0.0,0.0119398348354806,0.109632498312593,0.1300811424444115,0,31.0,25.0,31.0,39.0,14.0,14.0
42,Spanish,17,8,48,37,0.0425531914893617,12.670670995670994,0.3885291396854764,0.0192243992596873,0.2649775194075646,0.1491171213103533,0,13.0,3.0,7.0,30.0,5.0,5.0
43,Spanish,17,8,48,18,0.0638297872340425,11.802392052392047,0.3755781683626272,0.0296869980574359,0.1429473519666265,0.1564283350114373,0,4.0,12.0,8.0,9.0,10.0,10.0
44,Spanish,17,8,48,4,0.0212765957446808,9.098063048063048,0.0,0.0115360612951473,0.0533983036139575,0.1297749369114805,0,31.0,29.0,31.0,45.0,20.0,20.0
45,Spanish,17,8,48,22,0.0425531914893617,10.51234876234876,0.3163737280296022,0.0202004890548939,0.0642943690229409,0.1440704767402219,0,13.0,16.0,9.0,26.0,18.0,18.0
46,Spanish,17,8,48,5,0.0425531914893617,9.85680430680431,0.2886216466234967,0.0203878925242992,0.0291688277164072,0.1429554355401363,0,13.0,20.0,10.0,25.0,24.0,24.0
47,Spanish,17,8,48,46,0.0425531914893617,9.533023920523924,0.2590194264569843,0.0204160813869674,0.0137907095756947,0.1441628225188622,0,13.0,23.0,12.0,24.0,29.0,29.0
48,Spanish,17,8,48,43,0.0638297872340425,9.734582492670729,0.2349676225716928,0.0304490750697072,0.0077490021392838,0.1573517016861725,0,4.0,21.0,13.0,7.0,35.0,35.0
49,Spanish,17,8,48,21,0.0425531914893617,8.180598976187206,0.0425531914893617,0.0225562569783938,0.0033640642469798,0.1427075688550659,0,13.0,39.0,25.0,16.0,40.0,40.0
50,Spanish,17,8,48,28,0.0212765957446808,6.662165917158172,0.0,0.0127120104719911,0.0012566466575893,0.12840287042621,0,31.0,45.0,31.0,34.0,44.0,44.0
51,Spanish,17,8,48,35,0.0425531914893617,8.680598976187206,0.122109158186864,0.0213155062982287,0.003589395575753,0.1453255550904163,0,13.0,35.0,17.0,22.0,39.0,39.0
52,Spanish,17,8,48,39,0.0638297872340425,8.262165917158173,0.0841813135985199,0.0337571106097137,0.0018598657077831,0.1545827437363971,0,4.0,38.0,20.0,4.0,43.0,43.0
53,Spanish,17,8,48,24,0.0212765957446808,6.497324222904714,0.0,0.0126888526710078,0.0006947514090417,0.1295903882361956,0,31.0,46.0,31.0,36.0,46.0,46.0
54,Spanish,17,8,48,11,0.0212765957446808,6.497324222904714,0.0,0.0126888526710078,0.0006947514090417,0.1295903882361956,0,31.0,46.0,31.0,36.0,46.0,46.0
55,Spanish,17,8,48,32,0.0851063829787234,14.33809523809523,0.5633672525439408,0.0377806420015488,0.4009236961687585,0.1757166126206641,0,2.0,2.0,2.0,3.0,2.0,2.0
56,Spanish,17,8,48,15,0.0212765957446808,10.490981240981238,0.0,0.0111535568585547,0.1497664089428266,0.1317037426197958,0,31.0,17.0,31.0,48.0,9.0,9.0
57,Spanish,17,8,48,40,0.0425531914893617,12.360389610389603,0.482886216466235,0.0195266911870077,0.1830521001438406,0.146157247014873,0,13.0,7.0,3.0,29.0,7.0,7.0
58,Spanish,17,8,48,31,0.0425531914893617,11.804834054834052,0.4717853839037928,0.0197006218523567,0.089102938710699,0.1445351589845322,0,13.0,11.0,5.0,28.0,16.0,16.0
59,Spanish,17,8,48,6,0.0638297872340425,12.244394494394497,0.4727104532839963,0.0292147752248225,0.0554695449169623,0.1578734621777107,0,4.0,8.0,4.0,11.0,19.0,19.0
60,Spanish,17,8,48,3,0.0212765957446808,9.36816794316794,0.0,0.0114020473594099,0.0207227939683676,0.1299194509623123,0,31.0,27.0,31.0,47.0,27.0,27.0
61,Spanish,17,8,48,44,0.0638297872340425,12.616977466977469,0.4717853839037928,0.0283195079360345,0.0386532892552059,0.1629591718770372,0,4.0,4.0,5.0,12.0,23.0,23.0
62,Spanish,17,8,48,1,0.0851063829787234,11.83919968919969,0.2007400555041628,0.0401565140477159,0.0260655474186924,0.1712192142490822,0,2.0,10.0,14.0,2.0,25.0,25.0
63,Spanish,17,8,48,20,0.0212765957446808,8.814693639693639,0.0,0.0116576199537246,0.0097396536625706,0.1312540259491744,0,31.0,32.0,31.0,43.0,32.0,32.0
64,Spanish,17,8,48,16,0.0212765957446808,8.814693639693639,0.0,0.0116576199537246,0.0097396536625706,0.1312540259491744,0,31.0,32.0,31.0,43.0,32.0,32.0
65,Spanish,17,8,48,14,0.0425531914893617,9.731360306360305,0.0832562442183163,0.021616860489492,0.0116268232267494,0.1454040967151915,0,13.0,22.0,22.0,20.0,31.0,31.0
66,Spanish,17,8,48,36,0.0425531914893617,8.407016023192494,0.0425531914893617,0.0234351562456797,0.0050499681984933,0.1415007356339528,0,13.0,36.0,25.0,14.0,37.0,37.0
67,Spanish,17,8,48,33,0.0212765957446808,6.897503313679784,0.0,0.0130842405357674,0.0018871695641787,0.1282821866019174,0,31.0,44.0,31.0,32.0,42.0,42.0
68,Spanish,17,8,48,12,0.0638297872340425,11.563009213009211,0.2645698427382054,0.0295955936126458,0.0219208475070049,0.1591782053235489,0,4.0,13.0,11.0,10.0,26.0,26.0
69,Spanish,17,8,48,19,0.0212765957446808,8.796836496836496,0.0,0.0115098406228999,0.0081908416242676,0.1300499266373509,0,31.0,34.0,31.0,46.0,34.0,34.0
70,Spanish,17,8,48,48,0.0638297872340425,10.596836496836495,0.1979648473635522,0.0305705004832907,0.0118234617960357,0.1574520726987775,0,4.0,15.0,15.0,6.0,30.0,30.0
71,Spanish,17,8,48,17,0.0212765957446808,8.154238245414717,0.0,0.0117872217727089,0.0044182316862218,0.1298773154052841,0,31.0,41.0,31.0,41.0,38.0,38.0
72,Spanish,17,8,48,27,0.0425531914893617,9.204238245414716,0.122109158186864,0.0212768883010229,0.0053023623317772,0.144144211006146,0,13.0,28.0,17.0,23.0,36.0,36.0
73,Spanish,17,8,48,29,0.0425531914893617,8.293535059711528,0.0832562442183163,0.0223272781357495,0.0023656570423142,0.1426689787437369,0,13.0,37.0,22.0,18.0,41.0,41.0
74,Spanish,17,8,48,34,0.0425531914893617,7.421457502765551,0.0425531914893617,0.0239076359118959,0.0010277111761179,0.1412244670463112,0,13.0,42.0,25.0,13.0,45.0,45.0
75,Spanish,17,8,48,42,0.0212765957446808,6.157280993000806,0.0,0.0132851764199039,0.0003841221754803,0.128254561391221,0,31.0,48.0,31.0,31.0,48.0,48.0
76,Spanish,17,8,48,38,0.0425531914893617,11.157647907647902,0.0425531914893617,0.02162007930939,0.1740543224955776,0.1445625729595086,0,13.0,14.0,25.0,19.0,8.0,8.0
77,Spanish,17,8,48,9,0.0212765957446808,8.838600288600286,0.0,0.0123133739438554,0.0650185842679016,0.1285883585229403,0,31.0,31.0,31.0,38.0,17.0,17.0
78,Spanish,17,11,21,18,0.25,10.65,0.6789473684210526,0.1106946968926444,0.5777870407323898,0.2882646375551729,1,1.0,1.0,1.0,1.0,1.0,1.0
79,Spanish,17,11,21,21,0.1,7.683333333333334,0.0999999999999999,0.0501475596364988,0.262528740592092,0.2213026028810907,0,7.0,6.0,8.0,7.0,4.0,4.0
80,Spanish,17,11,21,5,0.05,5.719047619047618,0.0,0.0284561270963184,0.1014662528551023,0.195096755161255,0,12.0,14.0,12.0,14.0,13.0,13.0
81,Spanish,17,11,21,2,0.15,9.666666666666666,0.6105263157894737,0.0662928291571413,0.3888963284392262,0.247864260058254,0,2.0,2.0,2.0,6.0,2.0,2.0
82,Spanish,17,11,21,15,0.1,7.399999999999999,0.0999999999999999,0.0500943345354431,0.1767041627850543,0.2172217706807916,0,7.0,10.0,8.0,10.0,8.0,8.0
83,Spanish,17,11,21,1,0.05,5.600000000000001,0.0,0.0284325119754045,0.0682959591542387,0.1946886798233093,0,12.0,19.0,12.0,17.0,16.0,16.0
84,Spanish,17,11,21,3,0.15,9.083333333333332,0.5421052631578948,0.0672109043387004,0.2517134981447039,0.2434918409203902,0,2.0,3.0,3.0,5.0,7.0,7.0
85,Spanish,17,11,21,9,0.15,7.75,0.1947368421052631,0.0739454561456612,0.1387398071308987,0.2366418064065666,0,2.0,5.0,5.0,3.0,9.0,9.0
86,Spanish,17,11,21,8,0.05,5.650000000000002,0.0,0.0280943727272506,0.0536237064824603,0.1966306844354155,0,12.0,17.0,12.0,18.0,18.0,18.0
87,Spanish,17,11,21,14,0.05,5.650000000000002,0.0,0.0280943727272506,0.0536237064824603,0.1966306844354155,0,12.0,17.0,12.0,18.0,18.0,18.0
88,Spanish,17,11,21,13,0.1,7.583333333333334,0.2684210526315789,0.0478420289180274,0.123625405503785,0.2207477726486246,0,7.0,9.0,4.0,11.0,10.0,10.0
89,Spanish,17,11,21,10,0.15,7.000000000000002,0.1947368421052631,0.076435149779516,0.0681416658140073,0.234320998323993,0,2.0,11.0,5.0,2.0,17.0,17.0
90,Spanish,17,11,21,19,0.05,5.180952380952383,0.0,0.0287992693742982,0.0263375349541439,0.196398610416094,0,12.0,20.0,12.0,12.0,20.0,20.0
91,Spanish,17,11,21,7,0.05,5.180952380952383,0.0,0.0287992693742982,0.0263375349541439,0.196398610416094,0,12.0,20.0,12.0,12.0,20.0,20.0
92,Spanish,17,11,21,16,0.1,7.683333333333334,0.0999999999999999,0.0501475596364988,0.262528740592092,0.2213026028810907,0,7.0,6.0,8.0,7.0,4.0,4.0
93,Spanish,17,11,21,12,0.05,5.719047619047618,0.0,0.0284561270963184,0.1014662528551023,0.195096755161255,0,12.0,14.0,12.0,14.0,13.0,13.0
94,Spanish,17,11,21,20,0.15,8.350000000000001,0.1947368421052631,0.0735107788876518,0.3184524804668137,0.2412104226065808,0,2.0,4.0,5.0,4.0,3.0,3.0
95,Spanish,17,11,21,6,0.05,5.969047619047618,0.0,0.0279714824841299,0.1230804563055973,0.1970875324567894,0,12.0,12.0,12.0,20.0,11.0,11.0
96,Spanish,17,11,21,17,0.05,5.969047619047618,0.0,0.0279714824841299,0.1230804563055973,0.1970875324567894,0,12.0,12.0,12.0,20.0,11.0,11.0
97,Spanish,17,11,21,11,0.1,7.683333333333334,0.0999999999999999,0.0501475596364988,0.262528740592092,0.2213026028810907,0,7.0,6.0,8.0,7.0,4.0,4.0
98,Spanish,17,11,21,4,0.05,5.719047619047618,0.0,0.0284561270963184,0.1014662528551023,0.195096755161255,0,12.0,14.0,12.0,14.0,13.0,13.0
99,Spanish,17,12,22,3,0.0952380952380952,7.178968253968254,0.380952380952381,0.044512573896916,0.2552070168607346,0.215892720575303,1,6.0,7.0,6.0,13.0,7.0,7.0
100,Spanish,17,12,22,21,0.1428571428571428,8.262301587301588,0.6000000000000001,0.0642793597005371,0.4104311661936362,0.2389040753367033,0,2.0,1.0,1.0,5.0,1.0,1.0
101,Spanish,17,12,22,18,0.1428571428571428,7.245634920634922,0.1857142857142857,0.0706533765458963,0.2940602899179399,0.2331164231554179,0,2.0,6.0,11.0,3.0,5.0,5.0
102,Spanish,17,12,22,14,0.0476190476190476,5.315115440115441,0.0,0.0268362905256393,0.1292630060399487,0.1937813901180074,0,15.0,17.0,15.0,18.0,14.0,14.0
103,Spanish,17,12,22,1,0.0476190476190476,5.315115440115441,0.0,0.0268362905256393,0.1292630060399487,0.1937813901180074,0,15.0,17.0,15.0,18.0,14.0,14.0
104,Spanish,17,12,22,16,0.0952380952380952,6.722258297258297,0.3238095238095238,0.0458378879350597,0.1701390219000324,0.2153257390073525,0,6.0,9.0,7.0,10.0,9.0,9.0
105,Spanish,17,12,22,13,0.1428571428571428,6.703210678210678,0.2666666666666667,0.070951212561447,0.1318427781302894,0.2326672235559736,0,2.0,10.0,9.0,2.0,13.0,13.0
106,Spanish,17,12,22,19,0.0476190476190476,4.935689310689308,0.0,0.0269204548079963,0.0579551858335031,0.1937364730424112,0,15.0,20.0,15.0,17.0,19.0,19.0
107,Spanish,17,12,22,15,0.0952380952380952,5.602355977355976,0.0952380952380952,0.0512184888456148,0.071835909994078,0.2129125729650399,0,6.0,16.0,13.0,7.0,18.0,18.0
108,Spanish,17,12,22,22,0.0476190476190476,4.380133755133754,0.0,0.0285866418431859,0.0315774490537349,0.1917610092499082,0,15.0,21.0,15.0,16.0,21.0,21.0
109,Spanish,17,12,22,17,0.1428571428571428,8.034523809523812,0.5714285714285715,0.0653850737286546,0.3844208573653411,0.2353342827671878,0,2.0,2.0,2.0,4.0,2.0,2.0
110,Spanish,17,12,22,7,0.0476190476190476,5.821825396825397,0.0,0.0253438178660162,0.1689843240871581,0.1940031736891984,0,15.0,12.0,15.0,22.0,10.0,10.0
111,Spanish,17,12,22,9,0.0952380952380952,7.352380952380952,0.5142857142857143,0.0442629886816513,0.2950997352743537,0.2157382488618181,0,6.0,4.0,4.0,14.0,4.0,4.0
112,Spanish,17,12,22,12,0.0952380952380952,7.294047619047618,0.4952380952380952,0.0445151454579551,0.2868958075080858,0.2173508288126195,0,6.0,5.0,5.0,12.0,6.0,6.0
113,Spanish,17,12,22,6,0.1904761904761904,8.02063492063492,0.5190476190476191,0.0888736647752424,0.3575503998426348,0.2530726477531209,0,1.0,3.0,3.0,1.0,3.0,3.0
114,Spanish,17,12,22,20,0.0476190476190476,5.642460317460318,0.0,0.0257034258785861,0.1571748214028642,0.195777010936154,0,15.0,14.0,15.0,20.0,11.0,11.0
115,Spanish,17,12,22,11,0.0476190476190476,5.642460317460318,0.0,0.0257034258785861,0.1571748214028642,0.195777010936154,0,15.0,14.0,15.0,20.0,11.0,11.0
116,Spanish,17,12,22,4,0.0952380952380952,6.775793650793651,0.3238095238095238,0.045739098405148,0.2121314959669231,0.2171243128646695,0,6.0,8.0,7.0,11.0,8.0,8.0
117,Spanish,17,12,22,10,0.0952380952380952,6.1794011544011545,0.2571428571428572,0.0471442631438695,0.1250181814882765,0.213473050174275,0,6.0,11.0,10.0,9.0,16.0,16.0
118,Spanish,17,12,22,5,0.0952380952380952,5.684199134199134,0.1809523809523809,0.0491428491650931,0.072266351719868,0.2129087319746269,0,6.0,13.0,12.0,8.0,17.0,17.0
119,Spanish,17,12,22,8,0.0952380952380952,5.0995781995782,0.0952380952380952,0.0524464931927337,0.0393767745852844,0.2109167675111023,0,6.0,19.0,13.0,6.0,20.0,20.0
120,Spanish,17,12,22,2,0.0476190476190476,4.05474802974803,0.0,0.0291071766385312,0.0173096771558092,0.1915614300461113,0,15.0,22.0,15.0,15.0,22.0,22.0
121,Spanish,17,14,27,5,0.1538461538461538,10.03849206349206,0.6553846153846153,0.0682437862331948,0.516777399109125,0.2314960621193285,1,1.0,1.0,1.0,2.0,1.0,1.0
122,Spanish,17,14,27,11,0.0384615384615384,7.0730158730158745,0.0,0.0200578465500311,0.2177030258050846,0.1762669807875632,0,17.0,14.0,17.0,27.0,7.0,7.0
123,Spanish,17,14,27,17,0.0769230769230769,8.23968253968254,0.2123076923076923,0.0368085422338717,0.3003289292538821,0.1970265162972756,0,8.0,6.0,10.0,12.0,4.0,4.0
124,Spanish,17,14,27,20,0.1153846153846153,7.566702741702742,0.1507692307692307,0.0591182359168341,0.1961352525904497,0.2075954104184362,0,3.0,11.0,12.0,4.0,8.0,8.0
125,Spanish,17,14,27,2,0.0384615384615384,5.694480519480518,0.0,0.0223062512393962,0.0826259034487975,0.1738769254062687,0,17.0,22.0,17.0,21.0,16.0,16.0
126,Spanish,17,14,27,13,0.0384615384615384,5.694480519480518,0.0,0.0223062512393962,0.0826259034487975,0.1738769254062687,0,17.0,22.0,17.0,21.0,16.0,16.0
127,Spanish,17,14,27,1,0.1153846153846153,9.089682539682537,0.4276923076923077,0.0531013562008138,0.3888038323078443,0.213265711877564,0,3.0,2.0,7.0,7.0,2.0,2.0
128,Spanish,17,14,27,15,0.0384615384615384,6.630988455988455,0.0,0.0206004446253742,0.1637913975969668,0.1744439474277729,0,17.0,16.0,17.0,26.0,10.0,10.0
129,Spanish,17,14,27,7,0.0769230769230769,8.064321789321788,0.3230769230769231,0.0365462054545491,0.2423635989077864,0.1955434901462513,0,8.0,8.0,8.0,13.0,6.0,6.0
130,Spanish,17,14,27,4,0.1153846153846153,7.21628094128094,0.1507692307692307,0.0597021461050799,0.1218050072176873,0.2090208217876663,0,3.0,13.0,12.0,3.0,14.0,14.0
131,Spanish,17,14,27,14,0.0384615384615384,5.40123765123765,0.0,0.0224716621385725,0.0513126421341293,0.1740194674373973,0,17.0,24.0,17.0,19.0,22.0,22.0
132,Spanish,17,14,27,3,0.1153846153846153,7.958766233766233,0.28,0.0562809153080918,0.1865130880593385,0.2109954991193337,0,3.0,10.0,9.0,5.0,9.0,9.0
133,Spanish,17,14,27,10,0.0384615384615384,5.40123765123765,0.0,0.0224716621385725,0.0513126421341293,0.1740194674373973,0,17.0,24.0,17.0,19.0,22.0,22.0
134,Spanish,17,14,27,8,0.0384615384615384,5.882947607947607,0.0,0.0215013163847304,0.0785722013108195,0.1742169326150348,0,17.0,20.0,17.0,23.0,18.0,18.0
135,Spanish,17,14,27,23,0.0769230769230769,8.767857142857142,0.5169230769230769,0.0351811423209861,0.3198758568877121,0.1972279450869797,0,8.0,4.0,3.0,16.0,3.0,3.0
136,Spanish,17,14,27,22,0.1153846153846153,8.76190476190476,0.5384615384615384,0.0533749298154714,0.2425332817680215,0.2096097280968096,0,3.0,5.0,2.0,6.0,5.0,5.0
137,Spanish,17,14,27,16,0.0384615384615384,6.503571428571429,0.0,0.0206788513265106,0.1021728310826274,0.1740783541959729,0,17.0,18.0,17.0,25.0,15.0,15.0
138,Spanish,17,14,27,24,0.0769230769230769,8.085714285714285,0.4707692307692308,0.0359801458287096,0.1536660901046913,0.1936173070671784,0,8.0,7.0,4.0,15.0,11.0,11.0
139,Spanish,17,14,27,27,0.0769230769230769,8.034126984126985,0.4430769230769231,0.0360023214486599,0.1222293838833524,0.1953896024687014,0,8.0,9.0,6.0,14.0,13.0,13.0
140,Spanish,17,14,27,18,0.1538461538461538,8.842460317460318,0.4523076923076923,0.0713215190913015,0.1364699155971027,0.2291049783863316,0,1.0,3.0,5.0,1.0,12.0,12.0
141,Spanish,17,14,27,21,0.0384615384615384,6.28538961038961,0.0,0.0207111124680406,0.0574933546966948,0.1760278786890142,0,17.0,19.0,17.0,24.0,21.0,21.0
142,Spanish,17,14,27,19,0.0769230769230769,7.33538961038961,0.2123076923076923,0.0374990734329333,0.0743122237127882,0.1951863005633431,0,8.0,12.0,10.0,11.0,19.0,19.0
143,Spanish,17,14,27,9,0.0769230769230769,6.533008658008658,0.1476923076923076,0.0395016192583923,0.0399219104875799,0.1915842492595851,0,8.0,17.0,14.0,10.0,24.0,24.0
144,Spanish,17,14,27,12,0.0769230769230769,5.787287712287712,0.0769230769230769,0.0423729315810703,0.0204482563846237,0.1894823735454427,0,8.0,21.0,15.0,8.0,26.0,26.0
145,Spanish,17,14,27,26,0.0384615384615384,4.64006549006549,0.0,0.0235642690448598,0.0086147758565331,0.1720656252789487,0,17.0,27.0,17.0,17.0,27.0,27.0
146,Spanish,17,14,27,25,0.0769230769230769,6.952056277056277,0.0769230769230769,0.0398172974124573,0.0698996222493112,0.1932723384109392,0,8.0,15.0,15.0,9.0,20.0,20.0
147,Spanish,17,14,27,6,0.0384615384615384,5.399675324675325,0.0,0.0224781652020976,0.0294481035812594,0.1724446181657086,0,17.0,26.0,17.0,18.0,25.0,25.0
148,Spanish,17,16,16,13,0.1333333333333333,5.492857142857144,0.1333333333333333,0.0678984266412228,0.1852872702844284,0.2516967488468717,0,4.0,9.0,7.0,6.0,9.0,9.0
149,Spanish,17,16,16,14,0.0666666666666666,4.177380952380953,0.0,0.0382313286385377,0.0827717212834988,0.2264632647261603,0,12.0,14.0,12.0,14.0,14.0,14.0
150,Spanish,17,16,16,6,0.2,6.816666666666667,0.5333333333333334,0.0918558925169549,0.3320007216639941,0.277568372772726,1,1.0,3.0,2.0,1.0,4.0,4.0
151,Spanish,17,16,16,10,0.1333333333333333,5.742857142857144,0.2476190476190476,0.0654489162233355,0.1975678643085981,0.2539818492284937,0,4.0,7.0,5.0,9.0,8.0,8.0
