language,language_code,sentence_id,n,vertex,degree_cent,closeness_cent,betweenness_cent,pagerank_cent,eigenvector_cent,katz_cent,is_root
Spanish,17,8,48,41,0.0425531914893617,10.271908646908642,0.08325624421831637,0.02155686415426176,0.1131853658899418,0.14303603338052379,0
Spanish,17,8,48,2,0.0425531914893617,8.89694472194472,0.0425531914893617,0.023393977909442618,0.04913734794983429,0.1412615349091321,0
Spanish,17,8,48,47,0.02127659574468085,7.313103563103558,0.0,0.013067439946345183,0.0183553654923666,0.1282582652180573,0
Spanish,17,8,48,13,0.06382978723404255,12.616702741702738,0.12395929694727105,0.030344838855859944,0.30299722654515965,0.16080109700377024,0
Spanish,17,8,48,10,0.02127659574468085,9.521908646908646,0.0,0.011722766570360945,0.11318536588994178,0.13021220026172023,0
Spanish,17,8,48,45,0.0425531914893617,10.18857531357531,0.0425531914893617,0.022511180351901614,0.13154073138230837,0.14305596639476958,0
Spanish,17,8,48,25,0.02127659574468085,8.173135198135194,0.0,0.012692206596736744,0.049137347949834285,0.12843770179032854,0
Spanish,17,8,48,30,0.06382978723404255,12.36670274170274,0.0841813135985199,0.031110916065038727,0.2934861825403994,0.15949051087567503,0
Spanish,17,8,48,26,0.02127659574468085,9.388575313575313,0.0,0.011939834835480691,0.10963249831259303,0.13008114244441157,0
Spanish,17,8,48,7,0.02127659574468085,9.388575313575313,0.0,0.011939834835480691,0.10963249831259303,0.13008114244441157,0
Spanish,17,8,48,37,0.0425531914893617,12.670670995670994,0.3885291396854764,0.019224399259687375,0.26497751940756464,0.1491171213103533,0
Spanish,17,8,48,18,0.06382978723404255,11.802392052392047,0.3755781683626272,0.029686998057435954,0.1429473519666265,0.1564283350114373,0
Spanish,17,8,48,4,0.02127659574468085,9.098063048063048,0.0,0.01153606129514733,0.0533983036139575,0.12977493691148054,0
Spanish,17,8,48,22,0.0425531914893617,10.512348762348761,0.31637372802960223,0.02020048905489395,0.06429436902294094,0.14407047674022191,0
Spanish,17,8,48,5,0.0425531914893617,9.85680430680431,0.28862164662349676,0.020387892524299216,0.02916882771640726,0.14295543554013637,0
Spanish,17,8,48,46,0.0425531914893617,9.533023920523924,0.2590194264569843,0.020416081386967457,0.01379070957569478,0.14416282251886225,0
Spanish,17,8,48,43,0.06382978723404255,9.734582492670727,0.23496762257169287,0.030449075069707218,0.007749002139283827,0.15735170168617255,0
Spanish,17,8,48,21,0.0425531914893617,8.180598976187206,0.0425531914893617,0.022556256978393863,0.003364064246979856,0.1427075688550659,0
Spanish,17,8,48,28,0.02127659574468085,6.662165917158172,0.0,0.012712010471991112,0.0012566466575893312,0.12840287042621,0
Spanish,17,8,48,35,0.0425531914893617,8.680598976187206,0.12210915818686402,0.021315506298228707,0.003589395575753048,0.1453255550904163,0
Spanish,17,8,48,39,0.06382978723404255,8.262165917158173,0.0841813135985199,0.033757110609713745,0.0018598657077831748,0.1545827437363971,0
Spanish,17,8,48,24,0.02127659574468085,6.497324222904714,0.0,0.012688852671007868,0.000694751409041713,0.12959038823619567,0
Spanish,17,8,48,11,0.02127659574468085,6.497324222904714,0.0,0.012688852671007868,0.000694751409041713,0.12959038823619567,0
Spanish,17,8,48,32,0.0851063829787234,14.33809523809523,0.5633672525439408,0.0377806420015488,0.40092369616875856,0.17571661262066413,0
Spanish,17,8,48,15,0.02127659574468085,10.490981240981238,0.0,0.011153556858554771,0.14976640894282664,0.1317037426197958,0
Spanish,17,8,48,40,0.0425531914893617,12.360389610389605,0.482886216466235,0.019526691187007717,0.18305210014384066,0.14615724701487307,0
Spanish,17,8,48,31,0.0425531914893617,11.804834054834052,0.4717853839037928,0.01970062185235679,0.08910293871069905,0.14453515898453223,0
Spanish,17,8,48,6,0.06382978723404255,12.244394494394495,0.4727104532839963,0.029214775224822524,0.05546954491696238,0.15787346217771075,0
Spanish,17,8,48,3,0.02127659574468085,9.36816794316794,0.0,0.011402047359409945,0.020722793968367605,0.12991945096231233,0
Spanish,17,8,48,44,0.06382978723404255,12.616977466977469,0.4717853839037928,0.028319507936034577,0.03865328925520595,0.16295917187703723,0
Spanish,17,8,48,1,0.0851063829787234,11.83919968919969,0.20074005550416282,0.040156514047715905,0.026065547418692454,0.1712192142490822,0
Spanish,17,8,48,20,0.02127659574468085,8.814693639693639,0.0,0.011657619953724649,0.009739653662570671,0.13125402594917449,0
Spanish,17,8,48,16,0.02127659574468085,8.814693639693639,0.0,0.011657619953724649,0.009739653662570671,0.13125402594917449,0
Spanish,17,8,48,14,0.0425531914893617,9.731360306360305,0.08325624421831637,0.02161686048949205,0.011626823226749449,0.14540409671519158,0
Spanish,17,8,48,36,0.0425531914893617,8.407016023192494,0.0425531914893617,0.02343515624567971,0.005049968198493345,0.14150073563395285,0
Spanish,17,8,48,33,0.02127659574468085,6.897503313679784,0.0,0.013084240535767403,0.0018871695641787774,0.1282821866019174,0
Spanish,17,8,48,12,0.06382978723404255,11.563009213009213,0.2645698427382054,0.029595593612645847,0.021920847507004904,0.15917820532354893,0
Spanish,17,8,48,19,0.02127659574468085,8.796836496836496,0.0,0.011509840622899985,0.008190841624267673,0.13004992663735096,0
Spanish,17,8,48,48,0.06382978723404255,10.596836496836497,0.19796484736355227,0.03057050048329073,0.011823461796035786,0.1574520726987775,0
Spanish,17,8,48,17,0.02127659574468085,8.154238245414717,0.0,0.011787221772708939,0.0044182316862218405,0.12987731540528416,0
Spanish,17,8,48,27,0.0425531914893617,9.204238245414716,0.12210915818686402,0.021276888301022995,0.005302362331777293,0.14414421100614608,0
Spanish,17,8,48,29,0.0425531914893617,8.293535059711528,0.08325624421831637,0.0223272781357495,0.002365657042314271,0.1426689787437369,0
Spanish,17,8,48,34,0.0425531914893617,7.421457502765551,0.0425531914893617,0.023907635911895913,0.0010277111761179617,0.14122446704631128,0
Spanish,17,8,48,42,0.02127659574468085,6.157280993000806,0.0,0.013285176419903986,0.00038412217548032464,0.128254561391221,0
Spanish,17,8,48,38,0.0425531914893617,11.157647907647902,0.0425531914893617,0.021620079309390014,0.17405432249557765,0.14456257295950864,0
Spanish,17,8,48,9,0.02127659574468085,8.838600288600286,0.0,0.012313373943855444,0.06501858426790166,0.1285883585229403,0
Spanish,17,11,21,18,0.25,10.65,0.6789473684210526,0.11069469689264444,0.5777870407323898,0.28826463755517295,1
Spanish,17,11,21,21,0.1,7.683333333333334,0.09999999999999999,0.050147559636498855,0.262528740592092,0.22130260288109077,0
Spanish,17,11,21,5,0.05,5.719047619047618,0.0,0.02845612709631845,0.10146625285510234,0.19509675516125505,0
Spanish,17,11,21,2,0.15000000000000002,9.666666666666666,0.6105263157894737,0.06629282915714133,0.3888963284392262,0.24786426005825402,0
Spanish,17,11,21,15,0.1,7.399999999999999,0.09999999999999999,0.05009433453544315,0.1767041627850543,0.21722177068079165,0
Spanish,17,11,21,1,0.05,5.600000000000001,0.0,0.028432511975404508,0.06829595915423878,0.19468867982330934,0
Spanish,17,11,21,3,0.15000000000000002,9.083333333333332,0.5421052631578948,0.06721090433870047,0.25171349814470395,0.2434918409203902,0
Spanish,17,11,21,9,0.15000000000000002,7.75,0.19473684210526315,0.07394545614566128,0.13873980713089876,0.2366418064065666,0
Spanish,17,11,21,8,0.05,5.650000000000002,0.0,0.02809437272725064,0.053623706482460384,0.19663068443541556,0
Spanish,17,11,21,14,0.05,5.650000000000002,0.0,0.02809437272725064,0.053623706482460384,0.19663068443541556,0
Spanish,17,11,21,13,0.1,7.583333333333334,0.26842105263157895,0.0478420289180274,0.12362540550378509,0.2207477726486246,0
Spanish,17,11,21,10,0.15000000000000002,7.000000000000002,0.19473684210526315,0.07643514977951608,0.06814166581400735,0.23432099832399306,0
Spanish,17,11,21,19,0.05,5.180952380952383,0.0,0.028799269374298206,0.02633753495414395,0.19639861041609405,0
Spanish,17,11,21,7,0.05,5.180952380952383,0.0,0.028799269374298206,0.02633753495414395,0.19639861041609405,0
Spanish,17,11,21,16,0.1,7.683333333333334,0.09999999999999999,0.050147559636498855,0.262528740592092,0.22130260288109077,0
Spanish,17,11,21,12,0.05,5.719047619047618,0.0,0.02845612709631845,0.10146625285510234,0.19509675516125505,0
Spanish,17,11,21,20,0.15000000000000002,8.350000000000001,0.19473684210526315,0.07351077888765183,0.31845248046681374,0.24121042260658088,0
Spanish,17,11,21,6,0.05,5.969047619047618,0.0,0.027971482484129943,0.12308045630559732,0.19708753245678942,0
Spanish,17,11,21,17,0.05,5.969047619047618,0.0,0.027971482484129943,0.12308045630559732,0.19708753245678942,0
Spanish,17,11,21,11,0.1,7.683333333333334,0.09999999999999999,0.050147559636498855,0.262528740592092,0.22130260288109077,0
Spanish,17,11,21,4,0.05,5.719047619047618,0.0,0.02845612709631845,0.10146625285510234,0.19509675516125505,0
Spanish,17,12,22,3,0.09523809523809523,7.178968253968254,0.380952380952381,0.044512573896916076,0.25520701686073466,0.21589272057530304,1
Spanish,17,12,22,21,0.14285714285714285,8.262301587301588,0.6000000000000001,0.06427935970053716,0.41043116619363623,0.23890407533670338,0
Spanish,17,12,22,18,0.14285714285714285,7.245634920634922,0.18571428571428572,0.07065337654589637,0.2940602899179399,0.23311642315541797,0
Spanish,17,12,22,14,0.047619047619047616,5.315115440115441,0.0,0.02683629052563935,0.12926300603994875,0.19378139011800743,0
Spanish,17,12,22,1,0.047619047619047616,5.315115440115441,0.0,0.02683629052563935,0.12926300603994875,0.19378139011800743,0
Spanish,17,12,22,16,0.09523809523809523,6.722258297258297,0.3238095238095238,0.04583788793505975,0.17013902190003244,0.21532573900735255,0
Spanish,17,12,22,13,0.14285714285714285,6.703210678210678,0.2666666666666667,0.07095121256144701,0.1318427781302894,0.2326672235559736,0
Spanish,17,12,22,19,0.047619047619047616,4.935689310689308,0.0,0.02692045480799633,0.05795518583350314,0.19373647304241123,0
Spanish,17,12,22,15,0.09523809523809523,5.602355977355976,0.09523809523809525,0.05121848884561482,0.07183590999407802,0.21291257296503993,0
Spanish,17,12,22,22,0.047619047619047616,4.380133755133754,0.0,0.028586641843185937,0.031577449053734954,0.1917610092499082,0
Spanish,17,12,22,17,0.14285714285714285,8.034523809523812,0.5714285714285715,0.06538507372865462,0.38442085736534115,0.2353342827671878,0
Spanish,17,12,22,7,0.047619047619047616,5.821825396825397,0.0,0.025343817866016218,0.16898432408715816,0.19400317368919848,0
Spanish,17,12,22,9,0.09523809523809523,7.352380952380952,0.5142857142857143,0.04426298868165138,0.2950997352743537,0.2157382488618181,0
Spanish,17,12,22,12,0.09523809523809523,7.2940476190476184,0.49523809523809526,0.04451514545795515,0.28689580750808585,0.21735082881261952,0
Spanish,17,12,22,6,0.19047619047619047,8.02063492063492,0.5190476190476191,0.08887366477524246,0.35755039984263487,0.2530726477531209,0
Spanish,17,12,22,20,0.047619047619047616,5.642460317460318,0.0,0.025703425878586192,0.15717482140286426,0.195777010936154,0
Spanish,17,12,22,11,0.047619047619047616,5.642460317460318,0.0,0.025703425878586192,0.15717482140286426,0.195777010936154,0
Spanish,17,12,22,4,0.09523809523809523,6.775793650793651,0.3238095238095238,0.04573909840514809,0.21213149596692316,0.21712431286466957,0
Spanish,17,12,22,10,0.09523809523809523,6.1794011544011545,0.2571428571428572,0.04714426314386952,0.12501818148827656,0.21347305017427506,0
Spanish,17,12,22,5,0.09523809523809523,5.684199134199134,0.18095238095238098,0.04914284916509316,0.07226635171986809,0.21290873197462692,0
Spanish,17,12,22,8,0.09523809523809523,5.0995781995782,0.09523809523809525,0.0524464931927337,0.0393767745852844,0.21091676751110233,0
Spanish,17,12,22,2,0.047619047619047616,4.05474802974803,0.0,0.029107176638531265,0.017309677155809226,0.19156143004611134,0
Spanish,17,14,27,5,0.15384615384615385,10.038492063492061,0.6553846153846153,0.0682437862331948,0.516777399109125,0.2314960621193285,1
Spanish,17,14,27,11,0.038461538461538464,7.0730158730158745,0.0,0.020057846550031115,0.21770302580508463,0.17626698078756328,0
Spanish,17,14,27,17,0.07692307692307693,8.23968253968254,0.2123076923076923,0.036808542233871776,0.30032892925388216,0.19702651629727563,0
Spanish,17,14,27,20,0.11538461538461539,7.566702741702742,0.15076923076923077,0.059118235916834155,0.19613525259044978,0.2075954104184362,0
Spanish,17,14,27,2,0.038461538461538464,5.694480519480518,0.0,0.022306251239396224,0.08262590344879754,0.17387692540626878,0
Spanish,17,14,27,13,0.038461538461538464,5.694480519480518,0.0,0.022306251239396224,0.08262590344879754,0.17387692540626878,0
Spanish,17,14,27,1,0.11538461538461539,9.089682539682537,0.4276923076923077,0.053101356200813875,0.3888038323078443,0.21326571187756407,0
Spanish,17,14,27,15,0.038461538461538464,6.630988455988455,0.0,0.02060044462537421,0.16379139759696687,0.1744439474277729,0
Spanish,17,14,27,7,0.07692307692307693,8.064321789321788,0.3230769230769231,0.0365462054545491,0.24236359890778644,0.1955434901462513,0
Spanish,17,14,27,4,0.11538461538461539,7.21628094128094,0.15076923076923077,0.05970214610507994,0.12180500721768736,0.20902082178766632,0
Spanish,17,14,27,14,0.038461538461538464,5.40123765123765,0.0,0.022471662138572567,0.051312642134129366,0.17401946743739738,0
Spanish,17,14,27,3,0.11538461538461539,7.958766233766233,0.28,0.056280915308091824,0.18651308805933858,0.21099549911933377,0
Spanish,17,14,27,10,0.038461538461538464,5.40123765123765,0.0,0.022471662138572567,0.051312642134129366,0.17401946743739738,0
Spanish,17,14,27,8,0.038461538461538464,5.882947607947607,0.0,0.021501316384730445,0.07857220131081957,0.17421693261503488,0
Spanish,17,14,27,23,0.07692307692307693,8.767857142857142,0.5169230769230769,0.035181142320986195,0.3198758568877121,0.19722794508697974,0
Spanish,17,14,27,22,0.11538461538461539,8.76190476190476,0.5384615384615384,0.05337492981547144,0.24253328176802152,0.2096097280968096,0
Spanish,17,14,27,16,0.038461538461538464,6.503571428571429,0.0,0.02067885132651064,0.10217283108262747,0.17407835419597292,0
Spanish,17,14,27,24,0.07692307692307693,8.085714285714285,0.4707692307692308,0.03598014582870967,0.15366609010469134,0.1936173070671784,0
Spanish,17,14,27,27,0.07692307692307693,8.034126984126985,0.4430769230769231,0.03600232144865996,0.1222293838833524,0.1953896024687014,0
Spanish,17,14,27,18,0.15384615384615385,8.842460317460318,0.4523076923076923,0.0713215190913015,0.1364699155971027,0.22910497838633168,0
Spanish,17,14,27,21,0.038461538461538464,6.28538961038961,0.0,0.020711112468040662,0.05749335469669486,0.17602787868901426,0
Spanish,17,14,27,19,0.07692307692307693,7.33538961038961,0.2123076923076923,0.0374990734329333,0.07431222371278824,0.19518630056334318,0
Spanish,17,14,27,9,0.07692307692307693,6.533008658008658,0.14769230769230768,0.03950161925839234,0.03992191048757991,0.1915842492595851,0
Spanish,17,14,27,12,0.07692307692307693,5.787287712287712,0.07692307692307693,0.04237293158107031,0.020448256384623744,0.18948237354544276,0
Spanish,17,14,27,26,0.038461538461538464,4.64006549006549,0.0,0.023564269044859896,0.008614775856533193,0.17206562527894878,0
Spanish,17,14,27,25,0.07692307692307693,6.952056277056277,0.07692307692307693,0.039817297412457396,0.06989962224931122,0.19327233841093922,0
Spanish,17,14,27,6,0.038461538461538464,5.399675324675325,0.0,0.02247816520209765,0.02944810358125945,0.1724446181657086,0
Spanish,17,16,16,13,0.13333333333333333,5.492857142857144,0.13333333333333336,0.06789842664122281,0.18528727028442848,0.25169674884687177,0
Spanish,17,16,16,14,0.06666666666666667,4.177380952380953,0.0,0.03823132863853777,0.08277172128349886,0.22646326472616035,0
Spanish,17,16,16,6,0.2,6.816666666666667,0.5333333333333334,0.09185589251695497,0.33200072166399414,0.277568372772726,1
Spanish,17,16,16,10,0.13333333333333333,5.742857142857144,0.24761904761904763,0.06544891622333557,0.19756786430859816,0.2539818492284937,0
Spanish,17,16,16,11,0.13333333333333333,4.977380952380954,0.13333333333333336,0.07069874705740553,0.11026189971150108,0.24931427510455076,0
Spanish,17,16,16,1,0.06666666666666667,3.856349206349206,0.0,0.0394226466123741,0.0492565339801025,0.2262250192642174,0
Spanish,17,16,16,16,0.13333333333333333,6.616666666666666,0.5142857142857143,0.06072825885797816,0.36034244081870653,0.25706936034687405,0
Spanish,17,16,16,15,0.13333333333333333,5.766666666666667,0.13333333333333336,0.06680345322491406,0.26489124314198775,0.2519615017564214,0
Spanish,17,16,16,2,0.06666666666666667,4.35952380952381,0.0,0.037766629717513184,0.11833085520192178,0.22648973865838354,0
Spanish,17,16,16,7,0.2,7.283333333333332,0.6476190476190476,0.08938986753967207,0.4746450755777549,0.2801894622565566,0
Spanish,17,16,16,8,0.2,7.066666666666666,0.5333333333333334,0.09110644132489656,0.43728913538277076,0.2799280516661048,0
Spanish,17,16,16,9,0.13333333333333333,5.876190476190476,0.24761904761904763,0.06515275662935885,0.2602145506453028,0.25422022208915246,0
Spanish,17,16,16,3,0.13333333333333333,5.060714285714285,0.13333333333333336,0.0705018024845902,0.14522001650157287,0.2493383521936884,0
Spanish,17,16,16,12,0.06666666666666667,3.913492063492064,0.0,0.03933887507839645,0.06487151952993553,0.22622742637327625,0
Spanish,17,16,16,5,0.13333333333333333,5.626190476190476,0.13333333333333336,0.06756590282216116,0.2440422319306116,0.25193509753216986,0
Spanish,17,16,16,4,0.06666666666666667,4.260714285714286,0.0,0.03809005463068846,0.10901685125856726,0.22648709885392973,0
Spanish,17,21,17,13,0.1875,5.563492063492065,0.24166666666666667,0.0964504554171148,0.11532082916789473,0.26434254595902873,0
Spanish,17,21,17,3,0.0625,4.0655122655122655,0.0,0.03615037967096009,0.052623969144789944,0.22179246498226088,0
Spanish,17,21,17,7,0.125,5.588492063492065,0.325,0.06157407224748735,0.1474687262211325,0.2462585246134474,1
Spanish,17,21,17,15,0.0625,4.0655122655122655,0.0,0.03615037967096009,0.052623969144789944,0.22179246498226088,0
Spanish,17,21,17,10,0.125,5.8345238095238106,0.4,0.05982193908950497,0.20784868725657257,0.24466078659077622,0
Spanish,17,21,17,2,0.125,6.20952380952381,0.4583333333333333,0.05841924834830429,0.30802449363619616,0.2467674597483945,0
Spanish,17,21,17,5,0.1875,7.016666666666667,0.575,0.085314537128927,0.4671808003480234,0.269432113765413,0
Spanish,17,21,17,17,0.0625,4.992857142857144,0.0,0.03299555577177703,0.21317973655985362,0.22230140011720798,0
Spanish,17,21,17,8,0.1875,7.233333333333333,0.6583333333333333,0.08334821982219669,0.5026168095078287,0.27167079223372886,0
Spanish,17,21,17,9,0.125,6.019047619047619,0.23333333333333334,0.06037230197297543,0.3111816455422106,0.24672388040776336,0
Spanish,17,21,17,4,0.125,5.185714285714286,0.125,0.06572434505437709,0.17933605705437689,0.2419862676348165,0
Spanish,17,21,17,12,0.0625,4.0246031746031745,0.0,0.03675665600187905,0.08183265239971826,0.2195568384001323,0
Spanish,17,21,17,6,0.125,6.235714285714285,0.4,0.058105815019803095,0.3231186122273195,0.24697051782223012,0
Spanish,17,21,17,16,0.125,5.70952380952381,0.325,0.06039167902105418,0.20549624932340393,0.24445267381823305,0
Spanish,17,21,17,1,0.125,5.256746031746031,0.23333333333333334,0.06323187207411059,0.12722633532899652,0.2439743241623133,0
Spanish,17,21,17,14,0.125,4.705158730158731,0.125,0.06762731125139959,0.07332076598360925,0.24170855087573018,0
Spanish,17,21,17,11,0.0625,3.688167388167388,0.0,0.03756523243716859,0.033456716244169314,0.2195290731124376,0
Spanish,17,25,14,9,0.23076923076923078,6.449999999999999,0.6025641025641025,0.1064616471102748,0.4446712381440631,0.29668216731825664,1
Spanish,17,25,14,7,0.07692307692307693,4.5166666666666675,0.0,0.04087849289583471,0.20068688034598256,0.2447844776280402,0
Spanish,17,25,14,10,0.23076923076923078,6.566666666666667,0.6025641025641025,0.10630630419663793,0.4935858625629626,0.29894866278611676,0
Spanish,17,25,14,14,0.07692307692307693,4.566666666666666,0.0,0.04083460872720453,0.22276202721861382,0.2450111258841284,0
Spanish,17,25,14,1,0.15384615384615385,5.7,0.4615384615384615,0.07266055163043365,0.2910061954349922,0.27192638264933455,0
Spanish,17,25,14,2,0.15384615384615385,5.376190476190477,0.3846153846153846,0.0747799729522104,0.2001221966526052,0.2714192468292431,0
Spanish,17,25,14,3,0.23076923076923078,5.3345238095238106,0.2948717948717949,0.11712719604137657,0.15240923951381039,0.2911035188437462,0
Spanish,17,25,14,12,0.07692307692307693,3.838492063492063,0.0,0.04389957607702068,0.06878604644981616,0.24422663566896363,0
Spanish,17,25,14,5,0.07692307692307693,3.838492063492063,0.0,0.04389957607702068,0.06878604644981616,0.24422663566896363,0
Spanish,17,25,14,4,0.23076923076923078,6.283333333333332,0.5,0.1084201774334696,0.42623129651465425,0.2966313112432094,0
Spanish,17,25,14,13,0.07692307692307693,4.402380952380952,0.0,0.04143289346945121,0.19236347658539293,0.24477939399960544,0
Spanish,17,25,14,11,0.15384615384615385,5.319047619047619,0.28205128205128205,0.0761565847607157,0.25847626928221884,0.2714228336784527,0
Spanish,17,25,14,6,0.15384615384615385,4.626190476190477,0.15384615384615385,0.08170444162279933,0.14649067240906458,0.2664345318815097,0
Spanish,17,25,14,8,0.07692307692307693,3.556746031746032,0.0,0.04543797700555021,0.06611279269682586,0.24175974108146134,0
Spanish,17,26,15,10,0.21428571428571427,6.566666666666666,0.5824175824175825,0.09908960673234393,0.34143764707905827,0.2857284651004614,1
Spanish,17,26,15,1,0.07142857142857142,4.633333333333334,0.0,0.03807497498161952,0.15155325359892444,0.23590796971233585,0
Spanish,17,26,15,3,0.21428571428571427,6.699999999999999,0.6043956043956045,0.09883337317899438,0.41102489774043005,0.28617627222511527,0
Spanish,17,26,15,7,0.07142857142857142,4.7095238095238106,0.0,0.038003270496190705,0.1824400513887776,0.23595275045175482,0
Spanish,17,26,15,13,0.14285714285714285,6.2595238095238095,0.4945054945054945,0.06695681346500795,0.40213354785454175,0.26673042093024085,0
Spanish,17,26,15,2,0.2857142857142857,6.8011904761904765,0.4945054945054945,0.13624914231180688,0.4949584684619824,0.3077767992260124,0
Spanish,17,26,15,8,0.07142857142857142,4.612301587301587,0.0,0.038953542968817256,0.21969349646576414,0.23811280250288555,0
Spanish,17,26,15,14,0.14285714285714285,5.278968253968254,0.14285714285714288,0.07429141707383963,0.2735954054331474,0.26146092200170995,0
Spanish,17,26,15,4,0.07142857142857142,3.9623015873015874,0.0,0.04157323149622346,0.12143858088972347,0.23348121748410544,0
Spanish,17,26,15,6,0.07142857142857142,4.612301587301587,0.0,0.038953542968817256,0.21969349646576414,0.23811280250288555,0
Spanish,17,26,15,15,0.14285714285714285,5.766666666666667,0.4395604395604396,0.06758080833862636,0.20665496246050596,0.26184926234193917,0
Spanish,17,26,15,5,0.14285714285714285,5.3428571428571425,0.3626373626373627,0.0694261905089402,0.12413877738816585,0.25941296150153853,0
Spanish,17,26,15,9,0.14285714285714285,4.953571428571428,0.26373626373626374,0.07224409178838687,0.07301819249352395,0.25892910539068287,0
Spanish,17,26,15,11,0.14285714285714285,4.44563492063492,0.14285714285714288,0.07703173525900561,0.04036364443448281,0.25652682092651724,0
Spanish,17,26,15,12,0.07142857142857142,3.460714285714286,0.0,0.04273825843138004,0.017916483631942426,0.23298781276107955,0
Spanish,17,27,25,8,0.08333333333333333,7.419047619047621,0.15942028985507248,0.04158206966908186,0.12523182928570054,0.19911186571108436,1
Spanish,17,27,25,17,0.08333333333333333,6.414285714285717,0.08333333333333333,0.04504552938650812,0.059205445589593876,0.19685256307089494,0
Spanish,17,27,25,12,0.041666666666666664,5.101984126984128,0.0,0.025143956818254046,0.023558532700245483,0.17875148973331156,0
Spanish,17,27,25,25,0.08333333333333333,8.666666666666668,0.2282608695652174,0.03867884024138735,0.25551687721275174,0.20360390723212968,0
Spanish,17,27,25,14,0.125,9.683333333333332,0.4528985507246377,0.05629601322331403,0.3378058948783401,0.2223137549584812,0
